Accession_number,sampling_date,collected_by,total_num_reads,num_reads_aligned_PF,avg_coverage_X,genomic_coordinates_0X_nt,genomic_coordinates_<10X_nt,genomic_coordinates_0X_pct,genomic_coordinates_<10X_pct,avg_read_quality,avg_read_quality_PF,avg_read_length,avg_read_length_PF,k2_hits_SC2,k2_hits_human,k2_hits_28384,k2_pct_SC2,k2_pct_human,k2_pct_28384,QC_determination,QC_issues
SRR19071541,2022-04-01,Washington State Department of Health,1169672,735396,3664X,364,813,1,2,38.0,38.1,149,149,396905,19271,139745,67.87,3.30,23.89,not_performed,None
SRR19071542,2022-04-20,Washington State Department of Health,730754,512069,2551X,67,154,0,0,38.0,38.1,149,149,272162,11623,54387,74.49,3.18,14.89,not_performed,None
SRR19071543,2022-04-20,Washington State Department of Health,947832,717057,3572X,67,132,0,0,37.6,37.8,149,149,382046,3781,66390,80.61,0.80,14.01,not_performed,None
SRR19071544,2022-04-20,Washington State Department of Health,1327854,951807,4742X,69,149,0,0,38.0,38.1,149,149,504328,23427,98371,75.96,3.53,14.82,not_performed,None
SRR19071545,2022-04-01,Washington State Department of Health,702210,404934,2017X,1011,1461,3,4,38.0,38.1,149,149,217890,3963,113567,62.06,1.13,32.35,not_performed,None
SRR19071546,2022-04-20,Washington State Department of Health,1184044,940625,4686X,69,120,0,0,37.9,38.0,149,149,492989,7208,77486,83.27,1.22,13.09,not_performed,None
SRR19071547,2022-04-19,Washington State Department of Health,1551648,1308360,6519X,67,129,0,0,38.0,38.1,149,149,676039,3022,77271,87.14,0.39,9.96,not_performed,None
SRR19071548,2022-04-20,Washington State Department of Health,1253358,913569,4552X,75,94,0,0,38.0,38.0,149,149,475039,6953,133216,75.80,1.11,21.26,not_performed,None
SRR19071549,2022-04-18,Washington State Department of Health,958576,733733,3656X,67,91,0,0,38.0,38.1,149,149,385794,4523,55214,80.49,0.94,11.52,not_performed,None
SRR19071550,2022-04-18,Washington State Department of Health,1588432,1174246,5851X,66,67,0,0,38.0,38.1,149,149,607858,11019,144096,76.54,1.39,18.14,not_performed,None
SRR19071551,2022-04-18,Washington State Department of Health,1390196,1103933,5500X,67,67,0,0,38.0,38.0,149,149,579980,7302,75970,83.44,1.05,10.93,not_performed,None
SRR19071552,2022-04-18,Washington State Department of Health,1014000,793093,3951X,67,67,0,0,38.0,38.1,149,149,418226,16210,11386,82.49,3.20,2.25,not_performed,None
SRR19071553,2022-04-18,Washington State Department of Health,933948,606434,3021X,286,703,0,2,38.0,38.1,149,149,325542,9817,96964,69.71,2.10,20.76,not_performed,None
SRR19071554,2022-04-13,Washington State Department of Health,896550,777549,3874X,67,93,0,0,38.0,38.1,149,149,402414,1864,32316,89.77,0.42,7.21,not_performed,None
SRR19071555,2022-04-13,Washington State Department of Health,1181724,905141,4510X,67,112,0,0,38.0,38.1,149,149,475677,26595,43436,80.51,4.50,7.35,not_performed,None
SRR19071556,2022-04-01,Washington State Department of Health,862230,532807,2654X,219,439,0,1,37.6,37.9,149,149,289734,6138,7667,67.21,1.42,1.78,not_performed,None
SRR19071557,2022-04-01,Washington State Department of Health,644290,389644,1941X,339,499,1,1,37.9,38.0,149,149,210320,13581,70569,65.29,4.22,21.91,not_performed,None
SRR19100841,2022-03-10,FDA Center for Food Safety and Applied Nutrition,70769,3749,86X,6377,19738,21,66,19.0,19.0,686,686,3737,257,0,5.28,0.36,0.00,not_performed,None
SRR19100853,2022-02-28,FDA Center for Food Safety and Applied Nutrition,114668,4962,119X,3347,11197,11,37,18.9,18.9,719,719,4937,610,0,4.31,0.53,0.00,not_performed,None
SRR19100868,2022-03-10,FDA Center for Food Safety and Applied Nutrition,185121,3376,78X,2850,13571,9,45,18.7,18.7,693,693,3355,611,0,1.81,0.33,0.00,not_performed,None
SRR19100881,2022-02-16,FDA Center for Food Safety and Applied Nutrition,314060,113072,2609X,991,2754,3,9,18.9,18.9,690,690,112135,1308,0,35.70,0.42,0.00,not_performed,None
SRR19100924,2022-02-16,FDA Center for Food Safety and Applied Nutrition,188826,27490,619X,2561,11531,8,38,19.6,19.6,674,674,27243,608,0,14.43,0.32,0.00,not_performed,None
SRR19100925,2022-02-28,FDA Center for Food Safety and Applied Nutrition,151171,20719,478X,3870,12059,12,40,19.0,19.0,690,690,20534,637,0,13.58,0.42,0.00,not_performed,None
SRR19100926,2022-02-28,FDA Center for Food Safety and Applied Nutrition,95642,1814,42X,4252,11757,14,39,19.4,19.4,703,703,1795,386,0,1.88,0.40,0.00,not_performed,None
SRR19115182,2022-02-22,FDA Center for Food Safety and Applied Nutrition,238216,53440,1242X,2280,8185,7,27,19.0,19.0,695,695,52950,930,0,22.23,0.39,0.00,not_performed,None
SRR19122867,2022-01-22,FDA Center for Food Safety and Applied Nutrition,61772,49528,1167X,82,304,0,1,18.5,18.5,705,705,49161,774,0,79.58,1.25,0.00,not_performed,None
SRR19122868,2022-01-26,FDA Center for Food Safety and Applied Nutrition,214610,120923,2717X,13,89,0,0,18.2,18.2,672,672,119306,3057,0,55.59,1.42,0.00,not_performed,None
SRR19122869,2022-01-26,FDA Center for Food Safety and Applied Nutrition,342995,248869,5700X,8,89,0,0,18.4,18.4,685,685,245999,3024,0,71.72,0.88,0.00,not_performed,None
SRR19122871,2022-01-24,FDA Center for Food Safety and Applied Nutrition,322851,258422,5893X,74,86,0,0,18.4,18.4,682,682,255583,1576,0,79.16,0.49,0.00,not_performed,None
SRR19122896,2022-01-24,FDA Center for Food Safety and Applied Nutrition,793000,628317,14246X,7,83,0,0,18.6,18.6,678,678,621631,4192,0,78.39,0.53,0.00,not_performed,None
SRR19123134,2022-01-22,FDA Center for Food Safety and Applied Nutrition,50649,39557,911X,75,90,0,0,18.3,18.3,689,689,39211,624,0,77.42,1.23,0.00,not_performed,None
SRR19123139,2022-01-25,FDA Center for Food Safety and Applied Nutrition,65654,37070,830X,495,587,1,1,18.1,18.1,670,670,36599,1178,0,55.75,1.79,0.00,not_performed,None
SRR19123142,2022-01-25,FDA Center for Food Safety and Applied Nutrition,140285,82871,1859X,11,87,0,0,18.3,18.3,671,671,81791,2068,0,58.30,1.47,0.00,not_performed,None
SRR19123147,2022-01-22,FDA Center for Food Safety and Applied Nutrition,51418,39442,903X,300,674,1,2,18.7,18.7,685,685,39084,685,0,76.01,1.33,0.00,not_performed,None
SRR19123148,2022-01-22,FDA Center for Food Safety and Applied Nutrition,151058,133083,3061X,8,84,0,0,18.5,18.5,688,688,131993,1264,0,87.38,0.84,0.00,not_performed,None
SRR19123171,2022-01-26,FDA Center for Food Safety and Applied Nutrition,351339,263795,5884X,2,194,0,0,18.5,18.5,667,667,260388,3622,0,74.11,1.03,0.00,not_performed,None
SRR19123172,2022-01-25,FDA Center for Food Safety and Applied Nutrition,75099,36153,822X,79,590,0,1,18.0,18.0,680,680,35746,1230,0,47.60,1.64,0.00,not_performed,None
SRR19123176,2022-01-24,FDA Center for Food Safety and Applied Nutrition,468338,381155,8603X,9,74,0,0,18.5,18.5,675,675,376995,2216,0,80.50,0.47,0.00,not_performed,None
SRR19123178,2022-01-22,FDA Center for Food Safety and Applied Nutrition,55703,41632,957X,82,90,0,0,18.6,18.6,688,688,41278,688,0,74.10,1.24,0.00,not_performed,None
SRR19123194,2022-01-24,FDA Center for Food Safety and Applied Nutrition,553242,421383,9596X,1,300,0,1,18.5,18.5,681,681,417163,2889,0,75.40,0.52,0.00,not_performed,None
SRR19123197,2022-01-25,FDA Center for Food Safety and Applied Nutrition,48218,14473,322X,394,1577,1,5,18.0,18.0,667,667,14378,1204,0,29.82,2.50,0.00,not_performed,None
SRR19123198,2022-01-23,FDA Center for Food Safety and Applied Nutrition,22353,4382,94X,757,5461,2,18,18.0,18.0,648,648,4426,693,0,19.80,3.10,0.00,not_performed,None
SRR19123202,2022-01-23,FDA Center for Food Safety and Applied Nutrition,149844,47372,1123X,12,269,0,0,17.8,17.8,709,709,46797,1474,0,31.23,0.98,0.00,not_performed,None
SRR19123204,2022-01-24,FDA Center for Food Safety and Applied Nutrition,254872,187751,4313X,80,85,0,0,18.2,18.2,687,687,185535,2235,0,72.80,0.88,0.00,not_performed,None
SRR19123212,2022-01-24,FDA Center for Food Safety and Applied Nutrition,309240,231409,5331X,1,85,0,0,18.4,18.4,689,689,229218,2908,0,74.12,0.94,0.00,not_performed,None
SRR19123225,2022-02-01,FDA Center for Food Safety and Applied Nutrition,2201179,2127631,48525X,8,82,0,0,19.3,19.3,682,682,2110841,9592,0,95.90,0.44,0.00,not_performed,None
SRR19123235,2022-01-25,FDA Center for Food Safety and Applied Nutrition,66687,19036,432X,84,769,0,2,18.0,18.0,679,679,18856,2280,0,28.28,3.42,0.00,not_performed,None
SRR19123239,2022-01-23,FDA Center for Food Safety and Applied Nutrition,43474,13566,317X,317,2984,1,9,18.1,18.1,700,700,13451,2846,0,30.94,6.55,0.00,not_performed,None
SRR19123251,2022-01-26,FDA Center for Food Safety and Applied Nutrition,513395,389951,8880X,12,84,0,0,18.5,18.5,681,681,385584,5733,0,75.10,1.12,0.00,not_performed,None
SRR19123256,2022-01-25,FDA Center for Food Safety and Applied Nutrition,227458,83175,1983X,5,89,0,0,17.8,17.8,713,713,82184,1520,0,36.13,0.67,0.00,not_performed,None
SRR19123257,2022-01-23,FDA Center for Food Safety and Applied Nutrition,218481,53058,1277X,12,455,0,1,17.6,17.6,720,720,52449,2111,0,24.01,0.97,0.00,not_performed,None
SRR19123258,2022-01-23,FDA Center for Food Safety and Applied Nutrition,54699,29588,689X,269,2279,0,7,18.3,18.3,697,697,29354,741,0,53.66,1.35,0.00,not_performed,None
SRR19126228,2022-02-01,FDA Center for Food Safety and Applied Nutrition,156516,46042,1053X,13,587,0,1,19.0,19.0,684,684,45555,2442,0,29.11,1.56,0.00,not_performed,None
SRR19126229,2022-04-19,FDA Center for Food Safety and Applied Nutrition,5127868,4768187,23758X,5305,5725,17,19,38.0,38.1,149,149,2432219,862,162,94.86,0.03,0.01,not_performed,None
SRR19126239,2022-02-01,FDA Center for Food Safety and Applied Nutrition,394751,338660,7678X,4,85,0,0,19.3,19.3,678,678,334660,4026,0,84.78,1.02,0.00,not_performed,None
SRR19126355,2022-02-01,FDA Center for Food Safety and Applied Nutrition,236189,32283,726X,90,898,0,3,18.8,18.8,673,673,31908,6413,0,13.51,2.72,0.00,not_performed,None
SRR19126358,2022-02-01,FDA Center for Food Safety and Applied Nutrition,201162,73130,1655X,13,86,0,0,19.1,19.1,677,677,72302,3193,0,35.94,1.59,0.00,not_performed,None
SRR19126360,2022-02-01,FDA Center for Food Safety and Applied Nutrition,164203,56993,1299X,83,860,0,2,18.9,18.9,682,682,56406,2355,0,34.35,1.43,0.00,not_performed,None
SRR19126641,2022-02-01,FDA Center for Food Safety and Applied Nutrition,140723,25159,577X,82,949,0,3,18.8,18.8,686,686,24891,2370,0,17.69,1.68,0.00,not_performed,None
SRR19126685,2022-02-01,FDA Center for Food Safety and Applied Nutrition,163882,51275,1155X,84,350,0,1,18.9,18.9,674,674,50741,2273,0,30.96,1.39,0.00,not_performed,None
SRR19127339,2022-04-13,Nevada State Public Health Laboratory,2976646,1913022,4734X,21118,21941,70,73,35.3,35.7,74,74,1042702,3670,1,70.06,0.25,0.00,not_performed,None
SRR19127340,2022-04-12,Nevada State Public Health Laboratory,1932384,795239,1967X,20462,20887,68,69,34.8,35.3,74,74,445630,2492,0,46.12,0.26,0.00,not_performed,None
SRR19127341,2022-04-11,Nevada State Public Health Laboratory,1955130,674886,1670X,19437,19796,65,66,35.3,35.6,74,74,363902,1117,0,37.23,0.11,0.00,not_performed,None
SRR19127342,2022-04-10,Nevada State Public Health Laboratory,2070718,735661,1820X,23509,24037,78,80,35.2,35.6,74,74,403796,2388,0,39.00,0.23,0.00,not_performed,None
SRR19127343,2022-04-09,Nevada State Public Health Laboratory,3202080,1956538,4841X,19259,19626,64,65,35.4,35.7,74,74,1065516,2156,0,66.55,0.13,0.00,not_performed,None
SRR19127344,2022-04-08,Nevada State Public Health Laboratory,1988412,1476858,3654X,8118,8885,27,29,35.3,35.7,74,74,807150,3145,0,81.19,0.32,0.00,not_performed,None
SRR19127345,2022-04-10,Nevada State Public Health Laboratory,2557212,1402535,3470X,21099,21425,70,71,35.3,35.7,74,74,770419,4888,0,60.25,0.38,0.00,not_performed,None
SRR19127346,2022-04-22,Nevada State Public Health Laboratory,2207484,1692580,4188X,21077,21351,70,71,35.2,35.6,74,74,939535,1417,0,85.12,0.13,0.00,not_performed,None
SRR19127347,2022-04-07,Nevada State Public Health Laboratory,3086862,2291565,5670X,7119,8073,23,26,35.3,35.6,74,74,1250413,1177,1,81.02,0.08,0.00,not_performed,None
SRR19127348,2022-04-21,Nevada State Public Health Laboratory,2774496,2168386,5366X,19669,19997,65,66,35.3,35.6,74,74,1182398,1600,0,85.23,0.12,0.00,not_performed,None
SRR19127349,2022-04-20,Nevada State Public Health Laboratory,2006472,1372155,3395X,17710,18432,59,61,35.2,35.6,74,74,758421,3629,2,75.60,0.36,0.00,not_performed,None
SRR19127350,2022-04-19,Nevada State Public Health Laboratory,3512202,2575130,6372X,13323,15187,44,50,35.2,35.6,74,74,1415685,3704,0,80.62,0.21,0.00,not_performed,None
SRR19127351,2022-04-18,Nevada State Public Health Laboratory,2628236,1641063,4061X,19191,19994,64,66,35.3,35.7,74,74,895482,1309,0,68.14,0.10,0.00,not_performed,None
SRR19127352,2022-04-13,Nevada State Public Health Laboratory,3345962,2302816,5698X,20574,20851,68,69,35.2,35.6,74,74,1259349,5014,1,75.28,0.30,0.00,not_performed,None
SRR19127353,2022-04-20,Nevada State Public Health Laboratory,3131032,2458494,6083X,20623,21312,68,71,35.3,35.7,74,74,1341675,3933,0,85.70,0.25,0.00,not_performed,None
SRR19127354,2022-04-19,Nevada State Public Health Laboratory,2889918,2223987,5503X,20971,21716,70,72,35.3,35.6,74,74,1221205,2440,0,84.51,0.17,0.00,not_performed,None
SRR19127355,2022-04-08,Nevada State Public Health Laboratory,2743372,2203413,5452X,21954,22454,73,75,35.3,35.7,74,74,1199803,4611,0,87.47,0.34,0.00,not_performed,None
SRR19127356,2022-04-25,Nevada State Public Health Laboratory,2914124,2333611,5774X,19350,20516,64,68,35.1,35.5,74,74,1286376,2981,0,88.29,0.20,0.00,not_performed,None
SRR19127357,2022-04-24,Nevada State Public Health Laboratory,3231610,2647793,6552X,15125,16536,50,55,35.4,35.7,74,74,1441453,6349,0,89.21,0.39,0.00,not_performed,None
SRR19127358,2022-04-06,Nevada State Public Health Laboratory,2168892,1511369,3740X,11200,12828,37,42,35.3,35.6,74,74,823441,1069,0,75.93,0.10,0.00,not_performed,None
SRR19127359,2022-04-23,Nevada State Public Health Laboratory,2784924,1995284,4937X,18685,20011,62,66,35.3,35.6,74,74,1090183,4904,0,78.29,0.35,0.00,not_performed,None
SRR19127360,2022-04-22,Nevada State Public Health Laboratory,2939382,1975511,4888X,19224,20233,64,67,35.2,35.6,74,74,1084250,2287,0,73.77,0.16,0.00,not_performed,None
SRR19127361,2022-04-21,Nevada State Public Health Laboratory,2499762,1774495,4391X,21538,21821,72,72,35.3,35.6,74,74,959320,850,0,76.75,0.07,0.00,not_performed,None
SRR19127362,2022-04-20,Nevada State Public Health Laboratory,2976042,1541720,3815X,17847,18892,59,63,35.4,35.7,74,74,839948,1158,0,56.45,0.08,0.00,not_performed,None
SRR19127363,2022-04-19,Nevada State Public Health Laboratory,2090606,1489523,3686X,20348,20724,68,69,35.2,35.6,74,74,812507,3163,0,77.73,0.30,0.00,not_performed,None
SRR19127364,2022-04-18,Nevada State Public Health Laboratory,2763866,1803774,4463X,20071,20433,67,68,35.2,35.6,74,74,990609,5465,0,71.68,0.40,0.00,not_performed,None
SRR19127365,2022-04-17,Nevada State Public Health Laboratory,2692228,2102141,5202X,18521,18842,61,63,35.4,35.7,74,74,1133081,815,0,84.17,0.06,0.00,not_performed,None
SRR19127366,2022-04-16,Nevada State Public Health Laboratory,2472632,1865116,4615X,13871,15493,46,51,35.2,35.6,74,74,1030063,8485,0,83.32,0.69,0.00,not_performed,None
SRR19127367,2022-04-15,Nevada State Public Health Laboratory,1859588,1181601,2924X,17706,19086,59,63,35.2,35.5,74,74,647806,998,0,69.67,0.11,0.00,not_performed,None
SRR19127368,2022-04-14,Nevada State Public Health Laboratory,1847986,1389407,3438X,23500,24395,78,81,35.4,35.7,74,74,750437,1633,1,81.22,0.18,0.00,not_performed,None
SRR19127369,2022-04-05,Nevada State Public Health Laboratory,2710122,2192074,5424X,5666,6181,18,20,35.1,35.5,74,74,1198124,2070,0,88.42,0.15,0.00,not_performed,None
SRR19127370,2022-04-04,Nevada State Public Health Laboratory,2859412,2185076,5407X,5958,6197,19,20,35.3,35.7,74,74,1202182,902,2,84.09,0.06,0.00,not_performed,None
SRR19178327,2022-04-25,Washington State Department of Health,992918,790118,3936X,66,163,0,0,38.1,38.2,149,149,407265,7914,25988,82.03,1.59,5.23,not_performed,None
SRR19178328,2022-04-25,Washington State Department of Health,134220,101919,507X,92,544,0,1,38.1,38.2,149,149,53267,752,9719,79.37,1.12,14.48,not_performed,None
SRR19178329,2022-04-25,Washington State Department of Health,906960,709063,3533X,67,67,0,0,38.2,38.2,149,149,369743,11079,14612,81.53,2.44,3.22,not_performed,None
SRR19178330,2022-04-25,Washington State Department of Health,631308,492806,2455X,110,178,0,0,38.1,38.2,149,149,253430,10458,45101,80.29,3.31,14.29,not_performed,None
SRR19178331,2022-04-21,Washington State Department of Health,706772,590519,2942X,67,164,0,0,38.1,38.2,149,149,305390,3203,23577,86.42,0.91,6.67,not_performed,None
SRR19178332,2022-04-22,Washington State Department of Health,834348,678899,3382X,67,122,0,0,38.1,38.2,149,149,352135,22079,8591,84.41,5.29,2.06,not_performed,None
SRR19178333,2022-04-22,Washington State Department of Health,1108638,897936,4474X,67,145,0,0,38.1,38.2,149,149,460618,1880,88334,83.10,0.34,15.94,not_performed,None
SRR19178334,2022-04-28,Washington State Department of Health,346484,326448,1626X,70,164,0,0,38.1,38.2,149,149,166715,817,2253,96.23,0.47,1.30,not_performed,None
SRR19178335,2022-04-29,Washington State Department of Health,978344,849778,4234X,66,139,0,0,38.1,38.2,149,149,437173,4221,42553,89.37,0.86,8.70,not_performed,None
SRR19178336,2022-04-29,Washington State Department of Health,1146480,910003,4534X,67,134,0,0,38.1,38.2,149,149,471047,19170,55896,82.17,3.34,9.75,not_performed,None
SRR19178337,2022-04-29,Washington State Department of Health,715400,569674,2838X,59,131,0,0,38.1,38.2,149,149,293124,2163,55317,81.95,0.60,15.46,not_performed,None
SRR19178338,2022-04-22,Washington State Department of Health,658790,508973,2536X,62,153,0,0,38.2,38.2,149,149,262568,1510,21433,79.71,0.46,6.51,not_performed,None
SRR19178339,2022-04-29,Washington State Department of Health,722856,602041,2999X,67,148,0,0,38.2,38.2,149,149,310679,3420,30839,85.96,0.95,8.53,not_performed,None
SRR19178340,2022-04-29,Washington State Department of Health,869942,757545,3774X,67,111,0,0,38.2,38.2,149,149,386602,434,40069,88.88,0.10,9.21,not_performed,None
SRR19178341,2022-04-27,Washington State Department of Health,841808,741459,3694X,66,67,0,0,38.2,38.2,149,149,380624,3084,8396,90.43,0.73,1.99,not_performed,None
SRR19178342,2022-04-26,Washington State Department of Health,980494,794812,3960X,62,154,0,0,38.2,38.2,149,149,410729,11305,56368,83.78,2.31,11.50,not_performed,None
SRR19178343,2022-04-27,Washington State Department of Health,557110,490670,2444X,67,230,0,0,38.1,38.1,149,149,251959,357,23045,90.45,0.13,8.27,not_performed,None
SRR19178344,2022-04-27,Washington State Department of Health,1063168,846760,4219X,67,154,0,0,38.2,38.2,149,149,433211,916,89422,81.49,0.17,16.82,not_performed,None
SRR19178345,2022-04-27,Washington State Department of Health,960400,781910,3896X,67,112,0,0,38.0,38.1,149,149,404943,4594,57876,84.33,0.96,12.05,not_performed,None
SRR19178346,2022-04-27,Washington State Department of Health,722566,539647,2688X,67,109,0,0,38.1,38.2,149,149,282618,10731,38677,78.23,2.97,10.71,not_performed,None
SRR19178347,2022-04-27,Washington State Department of Health,870650,740743,3690X,67,154,0,0,38.2,38.2,149,149,382319,8298,29876,87.82,1.91,6.86,not_performed,None
SRR19178348,2022-04-25,Washington State Department of Health,678842,530518,2643X,67,112,0,0,38.1,38.2,149,149,272185,4479,59804,80.19,1.32,17.62,not_performed,None
SRR19178349,2022-04-22,Washington State Department of Health,749130,618540,3082X,110,148,0,0,38.1,38.2,149,149,320602,7278,35885,85.59,1.94,9.58,not_performed,None
